drugpair,label
"('Compound::DB12161', 'Compound::DB00537')",6
"('Compound::DB01396', 'Compound::DB00537')",18
"('Compound::DB00390', 'Compound::DB00537')",18
"('Compound::DB00320', 'Compound::DB00537')",1
"('Compound::DB01075', 'Compound::DB00537')",6
"('Compound::DB00280', 'Compound::DB00537')",6
"('Compound::DB01248', 'Compound::DB00537')",1
"('Compound::DB00204', 'Compound::DB00537')",6
"('Compound::DB00757', 'Compound::DB00537')",6
"('Compound::DB01184', 'Compound::DB00537')",6
"('Compound::DB01142', 'Compound::DB00537')",6
"('Compound::DB00997', 'Compound::DB00537')",2
"('Compound::DB04855', 'Compound::DB00537')",6
"('Compound::DB09039', 'Compound::DB00537')",6
"('Compound::DB00876', 'Compound::DB00537')",26
"('Compound::DB01253', 'Compound::DB00537')",1
"('Compound::DB00696', 'Compound::DB00537')",1
"('Compound::DB00530', 'Compound::DB00537')",2
"('Compound::DB00199', 'Compound::DB00537')",6
"('Compound::DB01175', 'Compound::DB00537')",6
"('Compound::DB01590', 'Compound::DB00537')",2
"('Compound::DB04953', 'Compound::DB00537')",6
"('Compound::DB00927', 'Compound::DB00537')",6
"('Compound::DB00949', 'Compound::DB00537')",6
"('Compound::DB08868', 'Compound::DB00537')",6
"('Compound::DB01195', 'Compound::DB00537')",6
"('Compound::DB00472', 'Compound::DB00537')",6
"('Compound::DB00875', 'Compound::DB00537')",6
"('Compound::DB01095', 'Compound::DB00537')",2
"('Compound::DB00983', 'Compound::DB00537')",6
"('Compound::DB01320', 'Compound::DB00537')",6
"('Compound::DB00674', 'Compound::DB00537')",6
"('Compound::DB00889', 'Compound::DB00537')",6
"('Compound::DB00502', 'Compound::DB00537')",6
"('Compound::DB00557', 'Compound::DB00537')",6
"('Compound::DB09053', 'Compound::DB00537')",2
"('Compound::DB04946', 'Compound::DB00537')",6
"('Compound::DB00458', 'Compound::DB00537')",6
"('Compound::DB05039', 'Compound::DB00537')",6
"('Compound::DB00808', 'Compound::DB00537')",6
"('Compound::DB01029', 'Compound::DB00537')",26
"('Compound::DB11633', 'Compound::DB00537')",2
"('Compound::DB00753', 'Compound::DB00537')",6
"('Compound::DB00270', 'Compound::DB00537')",6
"('Compound::DB01167', 'Compound::DB00537')",6
"('Compound::DB01026', 'Compound::DB00537')",6
"('Compound::DB01259', 'Compound::DB00537')",6
"('Compound::DB09078', 'Compound::DB00537')",6
"('Compound::DB01137', 'Compound::DB00537')",6
"('Compound::DB00451', 'Compound::DB00537')",3
"('Compound::DB01583', 'Compound::DB00537')",3
"('Compound::DB00589', 'Compound::DB00537')",1
"('Compound::DB00678', 'Compound::DB00537')",26
"('Compound::DB00227', 'Compound::DB00537')",2
"('Compound::DB09280', 'Compound::DB00537')",3
"('Compound::DB00934', 'Compound::DB00537')",6
"('Compound::DB00358', 'Compound::DB00537')",6
"('Compound::DB00333', 'Compound::DB00537')",6
"('Compound::DB00563', 'Compound::DB00537')",2
"('Compound::DB01403', 'Compound::DB00537')",6
"('Compound::DB00353', 'Compound::DB00537')",1
"('Compound::DB01233', 'Compound::DB00537')",6
"('Compound::DB00916', 'Compound::DB00537')",6
"('Compound::DB00834', 'Compound::DB00537')",6
"('Compound::DB08893', 'Compound::DB00537')",6
"('Compound::DB00370', 'Compound::DB00537')",6
"('Compound::DB09049', 'Compound::DB00537')",2
"('Compound::DB00622', 'Compound::DB00537')",6
"('Compound::DB00215', 'Compound::DB00604')",24
"('Compound::DB01211', 'Compound::DB00604')",2
"('Compound::DB00283', 'Compound::DB00604')",0
"('Compound::DB01242', 'Compound::DB00604')",6
"('Compound::DB00758', 'Compound::DB00604')",0
"('Compound::DB00257', 'Compound::DB00604')",2
"('Compound::DB00363', 'Compound::DB00604')",6
"('Compound::DB00872', 'Compound::DB00604')",2
"('Compound::DB05219', 'Compound::DB00604')",0
"('Compound::DB08865', 'Compound::DB00604')",6
"('Compound::DB00091', 'Compound::DB00604')",2
"('Compound::DB04839', 'Compound::DB00604')",3
"('Compound::DB08912', 'Compound::DB00604')",3
"('Compound::DB01254', 'Compound::DB00604')",2
"('Compound::DB01151', 'Compound::DB00604')",6
"('Compound::DB12161', 'Compound::DB00604')",6
"('Compound::DB00320', 'Compound::DB00604')",1
"('Compound::DB00343', 'Compound::DB00604')",0
"('Compound::DB01075', 'Compound::DB00604')",6
"('Compound::DB00280', 'Compound::DB00604')",24
"('Compound::DB00204', 'Compound::DB00604')",24
"('Compound::DB00757', 'Compound::DB00604')",6
"('Compound::DB01184', 'Compound::DB00604')",24
"('Compound::DB09167', 'Compound::DB00604')",0
"('Compound::DB01142', 'Compound::DB00604')",6
"('Compound::DB00997', 'Compound::DB00604')",0
"('Compound::DB00254', 'Compound::DB00604')",0
"('Compound::DB04855', 'Compound::DB00604')",24
"('Compound::DB01127', 'Compound::DB00604')",2
"('Compound::DB09039', 'Compound::DB00604')",24
"('Compound::DB08899', 'Compound::DB00604')",3
"('Compound::DB01253', 'Compound::DB00604')",1
"('Compound::DB00696', 'Compound::DB00604')",1
"('Compound::DB00199', 'Compound::DB00604')",2
"('Compound::DB01175', 'Compound::DB00604')",24
"('Compound::DB09119', 'Compound::DB00604')",0
"('Compound::DB00736', 'Compound::DB00604')",0
"('Compound::DB00898', 'Compound::DB00604')",1
"('Compound::DB04953', 'Compound::DB00604')",6
"('Compound::DB00927', 'Compound::DB00604')",6
"('Compound::DB00949', 'Compound::DB00604')",6
"('Compound::DB01023', 'Compound::DB00604')",0
"('Compound::DB06702', 'Compound::DB00604')",12
"('Compound::DB00604', 'Compound::DB08868')",6
"('Compound::DB00604', 'Compound::DB01195')",6
"('Compound::DB00604', 'Compound::DB00322')",0
"('Compound::DB00604', 'Compound::DB00544')",0
"('Compound::DB00604', 'Compound::DB00472')",24
"('Compound::DB00604', 'Compound::DB00875')",24
"('Compound::DB00604', 'Compound::DB01095')",2
"('Compound::DB00604', 'Compound::DB00176')",0
"('Compound::DB00604', 'Compound::DB00983')",6
"('Compound::DB00604', 'Compound::DB01320')",8
"('Compound::DB00604', 'Compound::DB00674')",6
"('Compound::DB00604', 'Compound::DB01241')",0
"('Compound::DB00604', 'Compound::DB00889')",6
"('Compound::DB00604', 'Compound::DB00400')",2
"('Compound::DB00604', 'Compound::DB00502')",6
"('Compound::DB00604', 'Compound::DB00557')",6
"('Compound::DB00604', 'Compound::DB09053')",2
"('Compound::DB00604', 'Compound::DB04946')",24
"('Compound::DB00604', 'Compound::DB00619')",0
"('Compound::DB00604', 'Compound::DB00458')",6
"('Compound::DB00604', 'Compound::DB05039')",6
"('Compound::DB00604', 'Compound::DB00808')",6
"('Compound::DB00604', 'Compound::DB01029')",0
"('Compound::DB00604', 'Compound::DB11633')",2
"('Compound::DB00604', 'Compound::DB00753')",6
"('Compound::DB00604', 'Compound::DB00951')",0
"('Compound::DB00604', 'Compound::DB00270')",6
"('Compound::DB00604', 'Compound::DB01167')",2
"('Compound::DB00604', 'Compound::DB08820')",2
"('Compound::DB00604', 'Compound::DB01026')",2
"('Compound::DB00604', 'Compound::DB01259')",6
"('Compound::DB00604', 'Compound::DB01097')",0
"('Compound::DB00604', 'Compound::DB09078')",6
"('Compound::DB00604', 'Compound::DB01137')",6
"('Compound::DB00604', 'Compound::DB00281')",0
"('Compound::DB00604', 'Compound::DB00589')",1
"('Compound::DB00604', 'Compound::DB09198')",0
"('Compound::DB00604', 'Compound::DB00678')",0
"('Compound::DB00604', 'Compound::DB00227')",2
"('Compound::DB00604', 'Compound::DB09280')",2
"('Compound::DB00604', 'Compound::DB00934')",6
"('Compound::DB00604', 'Compound::DB00358')",6
"('Compound::DB00604', 'Compound::DB00333')",6
"('Compound::DB00604', 'Compound::DB01403')",6
"('Compound::DB00604', 'Compound::DB00353')",1
"('Compound::DB00604', 'Compound::DB01233')",6
"('Compound::DB00604', 'Compound::DB00264')",2
"('Compound::DB00604', 'Compound::DB00916')",6
"('Compound::DB00604', 'Compound::DB00379')",0
"('Compound::DB00604', 'Compound::DB01110')",2
"('Compound::DB00604', 'Compound::DB06595')",0
"('Compound::DB00604', 'Compound::DB00834')",6
"('Compound::DB00604', 'Compound::DB09031')",2
"('Compound::DB00604', 'Compound::DB08893')",6
"('Compound::DB00604', 'Compound::DB00370')",6
"('Compound::DB00604', 'Compound::DB00648')",3
"('Compound::DB00604', 'Compound::DB01171')",0
"('Compound::DB00604', 'Compound::DB00745')",0
"('Compound::DB00604', 'Compound::DB01149')",2
"('Compound::DB00604', 'Compound::DB09048')",2
"('Compound::DB00604', 'Compound::DB00622')",0
"('Compound::DB00515', 'Compound::DB00363')",1
"('Compound::DB00515', 'Compound::DB00531')",27
"('Compound::DB00515', 'Compound::DB00694')",31
"('Compound::DB00515', 'Compound::DB01396')",18
"('Compound::DB00515', 'Compound::DB00390')",18
"('Compound::DB00515', 'Compound::DB01248')",62
"('Compound::DB00515', 'Compound::DB00997')",31
"('Compound::DB00515', 'Compound::DB06210')",2
"('Compound::DB00515', 'Compound::DB00445')",31
"('Compound::DB00515', 'Compound::DB08868')",39
"('Compound::DB00515', 'Compound::DB01320')",3
"('Compound::DB00515', 'Compound::DB01177')",31
"('Compound::DB00515', 'Compound::DB11633')",2
"('Compound::DB00515', 'Compound::DB01097')",1
"('Compound::DB00515', 'Compound::DB00166')",4
"('Compound::DB00515', 'Compound::DB09280')",3
"('Compound::DB00215', 'Compound::DB01211')",6
"('Compound::DB00215', 'Compound::DB00283')",0
"('Compound::DB00215', 'Compound::DB01407')",0
"('Compound::DB00215', 'Compound::DB04920')",0
"('Compound::DB00215', 'Compound::DB01242')",1
"('Compound::DB00215', 'Compound::DB01068')",1
"('Compound::DB00215', 'Compound::DB00575')",0
"('Compound::DB00215', 'Compound::DB00758')",38
"('Compound::DB00628', 'Compound::DB00215')",1
"('Compound::DB01559', 'Compound::DB00215')",0
"('Compound::DB00257', 'Compound::DB00215')",2
"('Compound::DB00363', 'Compound::DB00215')",2
"('Compound::DB00907', 'Compound::DB00215')",0
"('Compound::DB00318', 'Compound::DB00215')",4
"('Compound::DB01394', 'Compound::DB00215')",2
"('Compound::DB00872', 'Compound::DB00215')",2
"('Compound::DB08865', 'Compound::DB00215')",6
"('Compound::DB01176', 'Compound::DB00215')",1
"('Compound::DB00924', 'Compound::DB00215')",1
"('Compound::DB00531', 'Compound::DB00215')",0
"('Compound::DB00091', 'Compound::DB00215')",0
"('Compound::DB00434', 'Compound::DB00215')",4
"('Compound::DB04839', 'Compound::DB00215')",3
"('Compound::DB06695', 'Compound::DB00215')",12
"('Compound::DB00215', 'Compound::DB08912')",3
"('Compound::DB00215', 'Compound::DB00851')",0
"('Compound::DB00215', 'Compound::DB01219')",1
"('Compound::DB00215', 'Compound::DB06292')",0
"('Compound::DB00215', 'Compound::DB00496')",0
"('Compound::DB00215', 'Compound::DB01254')",2
"('Compound::DB00215', 'Compound::DB00694')",0
"('Compound::DB00215', 'Compound::DB04840')",0
"('Compound::DB00215', 'Compound::DB01151')",1
"('Compound::DB00215', 'Compound::DB00967')",1
"('Compound::DB00215', 'Compound::DB00035')",1
"('Compound::DB00215', 'Compound::DB06700')",14
"('Compound::DB00215', 'Compound::DB12161')",6
"('Compound::DB00215', 'Compound::DB09555')",0
"('Compound::DB00215', 'Compound::DB01191')",0
"('Compound::DB00215', 'Compound::DB05351')",0
"('Compound::DB00215', 'Compound::DB00633')",1
"('Compound::DB00215', 'Compound::DB06701')",0
"('Compound::DB00215', 'Compound::DB01576')",0
"('Compound::DB00215', 'Compound::DB00514')",14
"('Compound::DB00215', 'Compound::DB00647')",14
"('Compound::DB00215', 'Compound::DB00829')",0
"('Compound::DB00215', 'Compound::DB00586')",0
"('Compound::DB00215', 'Compound::DB00266')",11
"('Compound::DB00215', 'Compound::DB00320')",1
"('Compound::DB00215', 'Compound::DB00343')",0
"('Compound::DB00215', 'Compound::DB00917')",0
"('Compound::DB00215', 'Compound::DB01075')",6
"('Compound::DB00215', 'Compound::DB00280')",24
"('Compound::DB00215', 'Compound::DB00204')",24
"('Compound::DB00215', 'Compound::DB00757')",6
"('Compound::DB00215', 'Compound::DB01184')",24
"('Compound::DB00215', 'Compound::DB00843')",0
"('Compound::DB00215', 'Compound::DB00988')",0
"('Compound::DB00215', 'Compound::DB09167')",2
"('Compound::DB00215', 'Compound::DB00590')",0
"('Compound::DB00215', 'Compound::DB01142')",1
"('Compound::DB00215', 'Compound::DB00254')",0
"('Compound::DB00215', 'Compound::DB00366')",1
"('Compound::DB00215', 'Compound::DB00470')",0
"('Compound::DB00215', 'Compound::DB04855')",24
"('Compound::DB00215', 'Compound::DB00476')",14
"('Compound::DB00215', 'Compound::DB00216')",1
"('Compound::DB00215', 'Compound::DB09039')",2
"('Compound::DB00215', 'Compound::DB06210')",0
"('Compound::DB00215', 'Compound::DB13874')",0
"('Compound::DB00215', 'Compound::DB01228')",0
"('Compound::DB00215', 'Compound::DB00228')",1
"('Compound::DB00215', 'Compound::DB00494')",1
"('Compound::DB00215', 'Compound::DB08899')",3
"('Compound::DB00215', 'Compound::DB00751')",0
"('Compound::DB00215', 'Compound::DB01253')",1
"('Compound::DB00215', 'Compound::DB00696')",1
"('Compound::DB00215', 'Compound::DB00530')",0
"('Compound::DB00215', 'Compound::DB00199')",6
"('Compound::DB00215', 'Compound::DB01175')",24
"('Compound::DB00215', 'Compound::DB09119')",2
"('Compound::DB00215', 'Compound::DB00736')",2
"('Compound::DB00215', 'Compound::DB01215')",1
"('Compound::DB00215', 'Compound::DB00783')",0
"('Compound::DB00215', 'Compound::DB00655')",0
"('Compound::DB00215', 'Compound::DB04574')",0
"('Compound::DB00215', 'Compound::DB00402')",1
"('Compound::DB00215', 'Compound::DB00898')",1
"('Compound::DB00215', 'Compound::DB00593')",1
"('Compound::DB00215', 'Compound::DB00754')",1
"('Compound::DB00215', 'Compound::DB01466')",0
"('Compound::DB00215', 'Compound::DB09166')",1
"('Compound::DB00215', 'Compound::DB00749')",37
"('Compound::DB00215', 'Compound::DB00292')",1
"('Compound::DB00215', 'Compound::DB00773')",0
"('Compound::DB00215', 'Compound::DB01628')",37
"('Compound::DB00215', 'Compound::DB01590')",2
"('Compound::DB00215', 'Compound::DB04953')",6
"('Compound::DB00215', 'Compound::DB00927')",6
"('Compound::DB00215', 'Compound::DB00949')",6
"('Compound::DB00215', 'Compound::DB00813')",1
"('Compound::DB00215', 'Compound::DB06702')",12
"('Compound::DB00950', 'Compound::DB00215')",1
"('Compound::DB08868', 'Compound::DB00215')",6
"('Compound::DB01195', 'Compound::DB00215')",6
"('Compound::DB04908', 'Compound::DB00215')",1
"('Compound::DB04841', 'Compound::DB00215')",0
"('Compound::DB01544', 'Compound::DB00215')",0
"('Compound::DB00544', 'Compound::DB00215')",0
"('Compound::DB00472', 'Compound::DB00215')",2
"('Compound::DB00875', 'Compound::DB00215')",24
"('Compound::DB00623', 'Compound::DB00215')",0
"('Compound::DB00690', 'Compound::DB00215')",1
"('Compound::DB00499', 'Compound::DB00215')",0
"('Compound::DB00588', 'Compound::DB00215')",1
"('Compound::DB01095', 'Compound::DB00215')",0
"('Compound::DB00176', 'Compound::DB00215')",2
"('Compound::DB00983', 'Compound::DB00215')",6
"('Compound::DB01320', 'Compound::DB00215')",8
"('Compound::DB06716', 'Compound::DB00215')",1
"('Compound::DB00998', 'Compound::DB00215')",1
"('Compound::DB00996', 'Compound::DB00215')",1
"('Compound::DB00674', 'Compound::DB00215')",0
"('Compound::DB00317', 'Compound::DB00215')",0
"('Compound::DB01241', 'Compound::DB00215')",2
"('Compound::DB01120', 'Compound::DB00215')",0
"('Compound::DB00222', 'Compound::DB00215')",10
"('Compound::DB01067', 'Compound::DB00215')",10
"('Compound::DB01296', 'Compound::DB00215')",0
"('Compound::DB01437', 'Compound::DB00215')",1
"('Compound::DB01016', 'Compound::DB00215')",0
"('Compound::DB00889', 'Compound::DB00215')",6
"('Compound::DB00629', 'Compound::DB00215')",0
"('Compound::DB01018', 'Compound::DB00215')",0
"('Compound::DB01218', 'Compound::DB00215')",0
"('Compound::DB00502', 'Compound::DB00215')",6
"('Compound::DB01159', 'Compound::DB00215')",0
"('Compound::DB01094', 'Compound::DB00215')",0
"('Compound::DB01355', 'Compound::DB00215')",0
"('Compound::DB00956', 'Compound::DB00215')",0
"('Compound::DB00327', 'Compound::DB00215')",0
"('Compound::DB00557', 'Compound::DB00215')",6
"('Compound::DB09053', 'Compound::DB00215')",0
"('Compound::DB01050', 'Compound::DB00215')",0
"('Compound::DB11737', 'Compound::DB00215')",0
"('Compound::DB01177', 'Compound::DB00215')",0
"('Compound::DB01181', 'Compound::DB00215')",0
"('Compound::DB04946', 'Compound::DB00215')",24
"('Compound::DB00619', 'Compound::DB00215')",0
"('Compound::DB00458', 'Compound::DB00215')",1
"('Compound::DB00724', 'Compound::DB00215')",0
"('Compound::DB05039', 'Compound::DB00215')",6
"('Compound::DB00808', 'Compound::DB00215')",6
"('Compound::DB00328', 'Compound::DB00215')",0
"('Compound::DB00332', 'Compound::DB00215')",0
"('Compound::DB00762', 'Compound::DB00215')",0
"('Compound::DB11633', 'Compound::DB00215')",2
"('Compound::DB00753', 'Compound::DB00215')",6
"('Compound::DB00951', 'Compound::DB00215')",2
"('Compound::DB00270', 'Compound::DB00215')",6
"('Compound::DB01167', 'Compound::DB00215')",0
"('Compound::DB08820', 'Compound::DB00215')",2
"('Compound::DB01221', 'Compound::DB00215')",0
"('Compound::DB01587', 'Compound::DB00215')",1
"('Compound::DB06738', 'Compound::DB00215')",0
"('Compound::DB01026', 'Compound::DB00215')",2
"('Compound::DB00150', 'Compound::DB00215')",14
"('Compound::DB00598', 'Compound::DB00215')",0
"('Compound::DB00555', 'Compound::DB00215')",1
"('Compound::DB00448', 'Compound::DB00215')",0
"('Compound::DB01259', 'Compound::DB00215')",6
"('Compound::DB01097', 'Compound::DB00215')",0
"('Compound::DB09078', 'Compound::DB00215')",6
"('Compound::DB01002', 'Compound::DB00215')",0
"('Compound::DB06282', 'Compound::DB00215')",1
"('Compound::DB01235', 'Compound::DB00215')",0
"('Compound::DB01137', 'Compound::DB00215')",6
"('Compound::DB01227', 'Compound::DB00215')",14
"('Compound::DB08918', 'Compound::DB00215')",14
"('Compound::DB00451', 'Compound::DB00215')",4
"('Compound::DB00281', 'Compound::DB00215')",0
"('Compound::DB01583', 'Compound::DB00215')",4
"('Compound::DB00589', 'Compound::DB00215')",0
"('Compound::DB09198', 'Compound::DB00215')",2
"('Compound::DB00978', 'Compound::DB00215')",0
"('Compound::DB01206', 'Compound::DB00215')",0
"('Compound::DB00836', 'Compound::DB00215')",0
"('Compound::DB00455', 'Compound::DB00215')",0
"('Compound::DB00186', 'Compound::DB00215')",1
"('Compound::DB04871', 'Compound::DB00215')",1
"('Compound::DB00227', 'Compound::DB00215')",0
"('Compound::DB09280', 'Compound::DB00215')",3
"('Compound::DB01283', 'Compound::DB00215')",37
"('Compound::DB08815', 'Compound::DB00215')",1
"('Compound::DB08932', 'Compound::DB00215')",0
"('Compound::DB00772', 'Compound::DB00215')",0
"('Compound::DB00934', 'Compound::DB00215')",6
"('Compound::DB00737', 'Compound::DB00215')",1
"('Compound::DB00358', 'Compound::DB00215')",6
"('Compound::DB01065', 'Compound::DB00215')",0
"('Compound::DB09224', 'Compound::DB00215')",1
"('Compound::DB00170', 'Compound::DB00215')",0
"('Compound::DB00371', 'Compound::DB00215')",0
"('Compound::DB01071', 'Compound::DB00215')",0
"('Compound::DB00933', 'Compound::DB00215')",0
"('Compound::DB00333', 'Compound::DB00215')",0
"('Compound::DB01577', 'Compound::DB00215')",0
"('Compound::DB01403', 'Compound::DB00215')",0
"('Compound::DB01028', 'Compound::DB00215')",0
"('Compound::DB05246', 'Compound::DB00215')",0
"('Compound::DB00422', 'Compound::DB00215')",0
"('Compound::DB00849', 'Compound::DB00215')",0
"('Compound::DB06710', 'Compound::DB00215')",0
"('Compound::DB01107', 'Compound::DB00215')",0
"('Compound::DB01233', 'Compound::DB00215')",1
"('Compound::DB00264', 'Compound::DB00215')",2
"('Compound::DB00916', 'Compound::DB00215')",6
"('Compound::DB00379', 'Compound::DB00215')",0
"('Compound::DB06148', 'Compound::DB00215')",0
"('Compound::DB00683', 'Compound::DB00215')",0
"('Compound::DB06595', 'Compound::DB00215')",0
"('Compound::DB00834', 'Compound::DB00215')",6
"('Compound::DB00491', 'Compound::DB00215')",10
"('Compound::DB00805', 'Compound::DB00215')",1
"('Compound::DB08893', 'Compound::DB00215')",6
"('Compound::DB00370', 'Compound::DB00215')",1
"('Compound::DB00648', 'Compound::DB00215')",3
"('Compound::DB01171', 'Compound::DB00215')",2
"('Compound::DB00745', 'Compound::DB00215')",2
"('Compound::DB00295', 'Compound::DB00215')",0
"('Compound::DB00486', 'Compound::DB00215')",1
"('Compound::DB00461', 'Compound::DB00215')",37
"('Compound::DB09049', 'Compound::DB00215')",2
"('Compound::DB00788', 'Compound::DB00215')",0
"('Compound::DB00952', 'Compound::DB00215')",1
"('Compound::DB00731', 'Compound::DB00215')",0
"('Compound::DB04861', 'Compound::DB00215')",2
"('Compound::DB01149', 'Compound::DB00215')",0
"('Compound::DB09048', 'Compound::DB00215')",2
"('Compound::DB00622', 'Compound::DB00215')",2
"('Compound::DB00363', 'Compound::DB00242')",1
"('Compound::DB00531', 'Compound::DB00242')",27
"('Compound::DB01396', 'Compound::DB00242')",18
"('Compound::DB00390', 'Compound::DB00242')",18
"('Compound::DB01248', 'Compound::DB00242')",1
"('Compound::DB06210', 'Compound::DB00242')",2
"('Compound::DB08868', 'Compound::DB00242')",39
"('Compound::DB11633', 'Compound::DB00242')",2
"('Compound::DB01097', 'Compound::DB00242')",1
"('Compound::DB00283', 'Compound::DB01211')",0
"('Compound::DB01013', 'Compound::DB01211')",2
"('Compound::DB00845', 'Compound::DB01211')",0
"('Compound::DB00636', 'Compound::DB01211')",0
"('Compound::DB01242', 'Compound::DB01211')",0
"('Compound::DB01068', 'Compound::DB01211')",0
"('Compound::DB00575', 'Compound::DB01211')",0
"('Compound::DB00758', 'Compound::DB01211')",0
"('Compound::DB00628', 'Compound::DB01211')",0
"('Compound::DB01559', 'Compound::DB01211')",0
"('Compound::DB00257', 'Compound::DB01211')",0
"('Compound::DB00363', 'Compound::DB01211')",0
"('Compound::DB05239', 'Compound::DB01211')",2
"('Compound::DB00907', 'Compound::DB01211')",0
"('Compound::DB00318', 'Compound::DB01211')",0
"('Compound::DB01394', 'Compound::DB01211')",2
"('Compound::DB00872', 'Compound::DB01211')",2
"('Compound::DB12483', 'Compound::DB01211')",0
"('Compound::DB01380', 'Compound::DB01211')",0
"('Compound::DB08865', 'Compound::DB01211')",2
"('Compound::DB00924', 'Compound::DB01211')",0
"('Compound::DB00531', 'Compound::DB01211')",0
"('Compound::DB00091', 'Compound::DB01211')",0
"('Compound::DB00987', 'Compound::DB01211')",0
"('Compound::DB06695', 'Compound::DB01211')",2
"('Compound::DB08912', 'Compound::DB01211')",3
"('Compound::DB01219', 'Compound::DB01211')",0
"('Compound::DB06292', 'Compound::DB01211')",0
"('Compound::DB00496', 'Compound::DB01211')",0
"('Compound::DB01254', 'Compound::DB01211')",2
"('Compound::DB00694', 'Compound::DB01211')",0
"('Compound::DB01151', 'Compound::DB01211')",6
"('Compound::DB06700', 'Compound::DB01211')",0
"('Compound::DB12161', 'Compound::DB01211')",6
"('Compound::DB01234', 'Compound::DB01211')",0
"('Compound::DB09555', 'Compound::DB01211')",0
"('Compound::DB05351', 'Compound::DB01211')",0
"('Compound::DB00514', 'Compound::DB01211')",0
"('Compound::DB00647', 'Compound::DB01211')",0
"('Compound::DB00829', 'Compound::DB01211')",0
"('Compound::DB00586', 'Compound::DB01211')",0
"('Compound::DB00266', 'Compound::DB01211')",2
"('Compound::DB09123', 'Compound::DB01211')",2
"('Compound::DB01396', 'Compound::DB01211')",0
"('Compound::DB00390', 'Compound::DB01211')",0
"('Compound::DB00320', 'Compound::DB01211')",2
"('Compound::DB00343', 'Compound::DB01211')",0
"('Compound::DB01075', 'Compound::DB01211')",6
"('Compound::DB00280', 'Compound::DB01211')",6
"('Compound::DB00822', 'Compound::DB01211')",0
"('Compound::DB01248', 'Compound::DB01211')",0
"('Compound::DB00204', 'Compound::DB01211')",2
"('Compound::DB00757', 'Compound::DB01211')",0
"('Compound::DB01184', 'Compound::DB01211')",2
"('Compound::DB00843', 'Compound::DB01211')",0
"('Compound::DB00869', 'Compound::DB01211')",0
"('Compound::DB01142', 'Compound::DB01211')",0
"('Compound::DB00254', 'Compound::DB01211')",0
"('Compound::DB00470', 'Compound::DB01211')",2
"('Compound::DB04855', 'Compound::DB01211')",2
"('Compound::DB01395', 'Compound::DB01211')",2
"('Compound::DB01126', 'Compound::DB01211')",2
"('Compound::DB00216', 'Compound::DB01211')",2
"('Compound::DB09039', 'Compound::DB01211')",2
"('Compound::DB00584', 'Compound::DB01211')",4
"('Compound::DB13874', 'Compound::DB01211')",0
"('Compound::DB08899', 'Compound::DB01211')",3
"('Compound::DB00751', 'Compound::DB01211')",0
"('Compound::DB00700', 'Compound::DB01211')",2
"('Compound::DB00153', 'Compound::DB01211')",0
"('Compound::DB01253', 'Compound::DB01211')",1
"('Compound::DB00696', 'Compound::DB01211')",2
"('Compound::DB00530', 'Compound::DB01211')",2
"('Compound::DB00199', 'Compound::DB01211')",0
"('Compound::DB01175', 'Compound::DB01211')",6
"('Compound::DB09119', 'Compound::DB01211')",0
"('Compound::DB00736', 'Compound::DB01211')",0
"('Compound::DB01215', 'Compound::DB01211')",2
"('Compound::DB00783', 'Compound::DB01211')",0
"('Compound::DB01196', 'Compound::DB01211')",0
"('Compound::DB00655', 'Compound::DB01211')",0
"('Compound::DB04574', 'Compound::DB01211')",0
"('Compound::DB00402', 'Compound::DB01211')",0
"('Compound::DB00898', 'Compound::DB01211')",0
"('Compound::DB00977', 'Compound::DB01211')",0
"('Compound::DB00593', 'Compound::DB01211')",0
"('Compound::DB01466', 'Compound::DB01211')",0
"('Compound::DB09166', 'Compound::DB01211')",2
"('Compound::DB00294', 'Compound::DB01211')",0
"('Compound::DB00773', 'Compound::DB01211')",0
"('Compound::DB01628', 'Compound::DB01211')",0
"('Compound::DB01590', 'Compound::DB01211')",2
"('Compound::DB00990', 'Compound::DB01211')",0
"('Compound::DB04953', 'Compound::DB01211')",6
"('Compound::DB00927', 'Compound::DB01211')",6
"('Compound::DB00949', 'Compound::DB01211')",0
"('Compound::DB01023', 'Compound::DB01211')",0
"('Compound::DB01039', 'Compound::DB01211')",0
"('Compound::DB00813', 'Compound::DB01211')",2
"('Compound::DB06702', 'Compound::DB01211')",12
"('Compound::DB01211', 'Compound::DB01216')",0
"('Compound::DB01211', 'Compound::DB08868')",0
"('Compound::DB01211', 'Compound::DB01195')",6
"('Compound::DB01211', 'Compound::DB04908')",2
"('Compound::DB01211', 'Compound::DB00180')",0
"('Compound::DB01211', 'Compound::DB01544')",0
"('Compound::DB01211', 'Compound::DB00591')",2
"('Compound::DB01211', 'Compound::DB00324')",0
"('Compound::DB01211', 'Compound::DB00472')",6
"('Compound::DB01211', 'Compound::DB00875')",6
"('Compound::DB01211', 'Compound::DB00690')",0
"('Compound::DB01211', 'Compound::DB00499')",0
"('Compound::DB01211', 'Compound::DB08906')",0
"('Compound::DB01211', 'Compound::DB00588')",2
"('Compound::DB01211', 'Compound::DB01095')",2
"('Compound::DB01211', 'Compound::DB00176')",0
"('Compound::DB01211', 'Compound::DB00983')",6
"('Compound::DB01211', 'Compound::DB01320')",12
"('Compound::DB00947', 'Compound::DB01211')",0
"('Compound::DB00674', 'Compound::DB01211')",0
"('Compound::DB00317', 'Compound::DB01211')",0
"('Compound::DB01241', 'Compound::DB01211')",0
